task_id,base_runtime
T4828,153
T4829,197
T4830,51
T4831,116
T4832,94
T4833,154
T4834,179
T4835,77
T4836,193
T4837,68
T4838,178
T4839,125
T4840,137
T4841,79
T4842,181
T4843,115
T4844,187
T4845,197
T4846,114
T4847,163
T4848,146
T4849,194
T4850,173
T4851,112
T4852,136
T4853,167
T4854,167
T4855,200
T4856,57
T4857,173
T4858,79
T4859,116
T4860,67
T4861,147
T4862,106
T4863,108
T4864,130
T4865,155
T4866,140
T4867,182
T4868,187
T4869,52
T4870,117
T4871,113
T4872,123
T4873,73
T4874,152
T4875,137
T4876,69
T4877,191
T4878,95
T4879,171
T4880,130
T4881,140
T4882,105
T4883,196
T4884,118
T4885,96
T4886,98
T4887,177
T4888,101
T4889,110
T4890,111
T4891,117
T4892,102
T4893,108
T4894,101
T4895,113
T4896,141
T4897,89
T4898,77
T4899,80
T4900,70
T4901,176
T4902,51
T4903,188
T4904,60
T4905,173
T4906,145
T4907,130
T4908,176
T4909,197
T4910,120
T4911,175
T4912,96
T4913,180
T4914,121
T4915,151
T4916,106
T4917,197
T4918,82
T4919,63
T4920,184
T4921,158
T4922,172
T4923,188
T4924,58
T4925,178
T4926,138
T4927,150
T4928,94
T4929,167
T4930,80
T4931,182
T4932,167
T4933,130
T4934,52
T4935,53
T4936,103
T4937,147
T4938,198
T4939,75
T4940,133
T4941,142
T4942,116
T4943,97
T4944,190
T4945,117
T4946,110
T4947,118
T4948,170
T4949,137
T4950,143
T4951,97
T4952,177
T4953,158
T4954,103
T4955,157
T4956,145
T4957,143
T4958,152
T4959,121
T4960,165
T4961,96
T4962,196
T4963,83
T4964,197
T4965,108
T4966,75
T4967,119
T4968,110
T4969,192
T4970,160
T4971,147
T4972,100
T4973,87
T4974,88
T4975,171
T4976,52
T4977,95
T4978,157
T4979,177
T4980,84
T4981,182
T4982,186
T4983,130
T4984,174
T4985,126
T4986,114
T4987,193
T4988,195
T4989,62
T4990,151
T4991,75
T4992,91
T4993,65
T4994,105
T4995,115
T4996,171
T4997,74
T4998,165
T4999,135
T5000,116
T5001,142
T5002,142
T5003,193
T5004,192
T5005,115
T5006,138
T5007,55
T5008,155
T5009,81
T5010,139
T5011,100
T5012,197
T5013,197
T5014,187
T5015,94
T5016,122
T5017,140
T5018,133
T5019,180
T5020,174
T5021,164
T5022,70
T5023,147
T5024,123
T5025,168
T5026,87
T5027,92
T5028,136
T5029,157
T5030,196
T5031,153
T5032,68
T5033,70
T5034,91
T5035,137
T5036,108
T5037,130
T5038,131
T5039,124
T5040,118
T5041,151
T5042,119
T5043,163
T5044,142
T5045,200
T5046,183
T5047,165
T5048,155
T5049,92
T5050,97
T5051,55
T5052,82
T5053,110
T5054,114
T5055,70
T5056,103
T5057,92
T5058,151
T5059,76
T5060,74
T5061,66
T5062,171
T5063,190
T5064,63
T5065,56
T5066,151
T5067,184
T5068,71
T5069,76
T5070,117
T5071,89
T5072,71
T5073,149
T5074,129
T5075,108
T5076,113
T5077,122
T5078,163
T5079,82
T5080,83
T5081,184
T5082,93
T5083,57
T5084,58
T5085,141
T5086,133
T5087,171
T5088,169
T5089,188
T5090,119
T5091,190
T5092,163
T5093,84
T5094,188
T5095,95
T5096,166
T5097,194
T5098,161
T5099,184
T5100,186
T5101,129
T5102,138
T5103,173
T5104,188
T5105,108
T5106,72
T5107,163
T5108,128
T5109,143
T5110,155
T5111,116
T5112,89
T5113,127
T5114,52
T5115,50
T5116,183
T5117,84
T5118,138
T5119,123
T5120,170
T5121,186
T5122,52
T5123,175
T5124,172
T5125,126
T5126,52
T5127,160
T5128,124
T5129,109
T5130,51
T5131,190
T5132,145
T5133,98
T5134,155
T5135,193
T5136,161
T5137,151
T5138,113
T5139,91
T5140,149
T5141,146
T5142,106
T5143,117
T5144,70
T5145,158
T5146,111
T5147,182
T5148,119
T5149,122
T5150,186
T5151,118
T5152,155
T5153,98
T5154,67
T5155,96
T5156,84
T5157,124
T5158,78
T5159,166
T5160,165
T5161,119
T5162,175
T5163,98
T5164,132
T5165,54
T5166,88
T5167,62
T5168,186
T5169,55
T5170,97
T5171,76
T5172,122
T5173,118
T5174,82
T5175,162
T5176,52
T5177,109
T5178,73
T5179,88
T5180,53
T5181,176
T5182,105
T5183,137
T5184,157
T5185,129
T5186,177
T5187,145
T5188,168
T5189,58
T5190,134
T5191,70
T5192,87
T5193,64
T5194,118
T5195,150
T5196,68
T5197,189
T5198,170
T5199,96
T5200,99
T5201,114
T5202,147
T5203,53
T5204,81
T5205,113
T5206,148
T5207,163
T5208,113
T5209,58
T5210,100
T5211,167
T5212,74
T5213,183
T5214,103
T5215,171
T5216,149
T5217,129
T5218,132
T5219,90
T5220,60
T5221,190
T5222,183
T5223,81
T5224,114
T5225,173
T5226,126
T5227,100
T5228,142
T5229,63
T5230,105
T5231,78
T5232,110
T5233,161
T5234,133
T5235,53
T5236,92
T5237,120
T5238,199
T5239,80
T5240,151
T5241,112
T5242,52
T5243,60
T5244,198
T5245,171
T5246,89
T5247,145
T5248,72
T5249,113
T5250,90
T5251,177
T5252,73
T5253,136
T5254,65
T5255,65
T5256,141
T5257,89
T5258,187
T5259,77
T5260,82
T5261,174
T5262,109
T5263,131
T5264,192
T5265,138
T5266,162
T5267,99
T5268,55
T5269,146
T5270,141
T5271,84
T5272,114
T5273,60
T5274,174
T5275,162
T5276,193
T5277,125
T5278,188
T5279,175
T5280,98
T5281,195
T5282,97
T5283,189
T5284,139
T5285,132
T5286,169
T5287,120
T5288,191
T5289,91
T5290,67
T5291,185
T5292,89
T5293,165
T5294,125
T5295,117
T5296,188
T5297,143
T5298,166
T5299,50
T5300,179
T5301,147
T5302,97
T5303,54
T5304,143
T5305,111
T5306,132
T5307,66
T5308,187
T5309,149
T5310,98
T5311,184
T5312,177
T5313,191
T5314,89
T5315,122
T5316,132
T5317,154
T5318,132
T5319,78
T5320,74
T5321,183
T5322,67
T5323,61
T5324,83
T5325,95
T5326,58
T5327,101
T5328,77
T5329,174
T5330,99
T5331,75
T5332,58
T5333,196
T5334,149
T5335,175
T5336,184
T5337,115
T5338,62
T5339,143
T5340,106
T5341,68
T5342,53
T5343,103
T5344,175
T5345,70
T5346,169
T5347,65
T5348,142
T5349,192
T5350,156
T5351,144
T5352,64
T5353,118
T5354,185
T5355,60
T5356,68
T5357,127
T5358,69
T5359,105
T5360,182
T5361,74
T5362,75
T5363,109
T5364,186
T5365,148
T5366,98
T5367,99
T5368,184
T5369,113
T5370,195
T5371,95
T5372,192
T5373,192
T5374,156
T5375,77
T5376,197
T5377,141
T5378,167
T5379,159
T5380,76
T5381,92
T5382,96
T5383,190
T5384,152
T5385,179
T5386,136
T5387,90
T5388,186
T5389,163
T5390,140
T5391,130
T5392,190
T5393,133
T5394,145
T5395,155
T5396,160
T5397,132
T5398,111
T5399,194
T5400,189
T5401,104
T5402,146
T5403,190
T5404,115
T5405,142
T5406,165
T5407,164
T5408,151
T5409,50
T5410,58
T5411,122
T5412,54
T5413,182
T5414,84
T5415,127
T5416,51
T5417,126
T5418,106
T5419,104
T5420,130
T5421,55
T5422,120
T5423,191
T5424,180
T5425,192
T5426,196
T5427,196
T5428,89
T5429,74
T5430,59
T5431,167
T5432,141
T5433,89
T5434,85
T5435,117
T5436,143
T5437,199
T5438,113
T5439,109
T5440,115
T5441,126
T5442,73
T5443,196
T5444,152
T5445,195
T5446,105
T5447,69
T5448,133
T5449,173
T5450,94
T5451,174
T5452,197
T5453,74
T5454,126
T5455,59
T5456,197
T5457,147
T5458,70
T5459,64
T5460,135
T5461,139
T5462,161
T5463,156
T5464,80
T5465,108
T5466,52
T5467,147
T5468,63
T5469,128
T5470,184
T5471,60
T5472,131
T5473,188
T5474,194
T5475,88
T5476,133
T5477,178
T5478,106
T5479,89
T5480,62
T5481,150
T5482,164
T5483,197
T5484,179
T5485,73
T5486,106
T5487,160
T5488,124
T5489,150
T5490,87
T5491,83
T5492,136
T5493,71
T5494,171
T5495,196
T5496,62
T5497,190
T5498,152
T5499,117
T5500,71
T5501,152
T5502,178
T5503,161
T5504,83
T5505,84
T5506,173
T5507,193
T5508,100
T5509,174
T5510,151
T5511,196
T5512,100
T5513,193
T5514,184
T5515,113
T5516,112
T5517,68
T5518,118
T5519,160
T5520,132
T5521,197
T5522,72
T5523,78
T5524,155
T5525,158
T5526,143
T5527,139
T5528,98
T5529,132
T5530,138
T5531,56
T5532,128
T5533,93
T5534,139
T5535,163
T5536,87
T5537,162
T5538,61
T5539,109
T5540,101
T5541,145
T5542,89
T5543,71
T5544,78
T5545,63
T5546,112
T5547,87
T5548,123
T5549,53
T5550,137
T5551,78
T5552,128
T5553,165
T5554,170
T5555,55
T5556,134
T5557,103
T5558,187
T5559,104
T5560,102
T5561,189
T5562,183
T5563,116
T5564,190
T5565,173
T5566,86
T5567,54
T5568,146
T5569,199
T5570,184
T5571,61
T5572,115
T5573,93
T5574,65
T5575,122
T5576,101
T5577,119
T5578,63
T5579,169
T5580,52
T5581,67
T5582,149
T5583,119
T5584,142
T5585,77
T5586,54
T5587,124
T5588,148
T5589,109
T5590,147
T5591,180
T5592,75
T5593,130
T5594,174
T5595,186
T5596,72
T5597,97
T5598,100
T5599,178
T5600,167
T5601,193
T5602,55
T5603,60
T5604,113
T5605,185
T5606,128
T5607,135
T5608,175
T5609,150
T5610,90
T5611,54
T5612,138
T5613,140
T5614,140
T5615,127
T5616,110
T5617,178
T5618,120
T5619,65
T5620,115
T5621,149
T5622,57
T5623,192
T5624,121
T5625,107
T5626,88
T5627,137
T5628,150
T5629,85
T5630,72
T5631,147
T5632,183
T5633,108
T5634,156
T5635,111
T5636,196
T5637,89
T5638,159
T5639,129
T5640,134
T5641,164
T5642,188
T5643,83
T5644,102
T5645,85
T5646,198
T5647,188
T5648,101
T5649,85
T5650,129
T5651,184
T5652,84
T5653,160
T5654,87
T5655,194
T5656,90
T5657,131
T5658,67
T5659,192
T5660,186
T5661,80
T5662,97
T5663,131
T5664,87
T5665,57
T5666,131
T5667,155
T5668,155
T5669,127
T5670,163
T5671,120
T5672,88
T5673,98
T5674,77
T5675,83
T5676,97
T5677,56
T5678,118
T5679,195
T5680,109
T5681,109
T5682,109
T5683,56
T5684,141
T5685,70
T5686,172
T5687,84
T5688,178
T5689,170
T5690,145
T5691,97
T5692,149
T5693,175
T5694,171
T5695,85
T5696,91
T5697,99
T5698,107
T5699,58
T5700,154
T5701,53
T5702,119
T5703,155
T5704,106
T5705,101
T5706,102
T5707,66
T5708,95
T5709,162
T5710,175
T5711,133
T5712,167
T5713,113
T5714,159
T5715,153
T5716,60
T5717,147
T5718,130
T5719,150
T5720,196
T5721,187
T5722,184
T5723,59
T5724,183
T5725,77
T5726,165
T5727,166
T5728,60
T5729,112
T5730,182
T5731,187
T5732,151
T5733,60
T5734,192
T5735,149
T5736,182
T5737,62
T5738,98
T5739,124
T5740,162
T5741,151
T5742,127
T5743,123
T5744,168
T5745,92
T5746,158
T5747,125
T5748,63
T5749,182
T5750,86
T5751,168
T5752,165
T5753,73
T5754,178
T5755,78
T5756,96
T5757,199
T5758,189
T5759,84
T5760,150
T5761,155
T5762,132
T5763,165
T5764,56
T5765,95
T5766,166
T5767,101
T5768,166
T5769,73
T5770,114
T5771,132
T5772,91
T5773,81
T5774,73
T5775,79
T5776,165
T5777,142
T5778,71
T5779,184
T5780,148
T5781,180
T5782,90
T5783,146
T5784,190
T5785,147
T5786,61
T5787,93
T5788,135
T5789,194
T5790,88
T5791,91
T5792,87
T5793,95
T5794,63
T5795,157
T5796,128
T5797,129
T5798,164
T5799,123
T5800,96
T5801,80
T5802,83
T5803,101
T5804,50
T5805,114
T5806,53
T5807,167
T5808,177
T5809,177
T5810,189
T5811,51
T5812,176
T5813,110
T5814,105
T5815,200
T5816,171
T5817,166
T5818,154
T5819,163
T5820,70
T5821,51
T5822,112
T5823,190
T5824,121
T5825,192
T5826,103
T5827,62
T5828,97
T5829,87
T5830,64
T5831,139
T5832,59
T5833,87
T5834,58
T5835,197
T5836,126
T5837,134
T5838,72
T5839,62
T5840,77
T5841,156
T5842,95
T5843,91
T5844,122
T5845,196
T5846,193
T5847,95
T5848,166
T5849,198
T5850,142
T5851,59
T5852,73
T5853,126
T5854,132
T5855,144
T5856,147
T5857,67
T5858,159
T5859,190
T5860,66
T5861,124
T5862,170
T5863,84
T5864,81
T5865,120
T5866,134
T5867,184
T5868,155
T5869,184
T5870,103
T5871,103
T5872,64
T5873,77
T5874,196
T5875,185
T5876,72
T5877,173
T5878,123
T5879,159
T5880,131
T5881,116
T5882,184
T5883,197
T5884,140
T5885,83
T5886,194
T5887,177
T5888,183
T5889,177
T5890,176
T5891,96
T5892,109
T5893,124
T5894,99
T5895,50
T5896,80
T5897,56
T5898,169
T5899,80
T5900,103
T5901,156
T5902,155
T5903,61
T5904,135
T5905,139
T5906,193
T5907,104
T5908,52
T5909,101
T5910,122
T5911,115
T5912,67
T5913,128
T5914,126
T5915,179
T5916,190
T5917,132
T5918,51
T5919,79
T5920,135
T5921,137
T5922,151
T5923,195
T5924,57
T5925,94
T5926,99
T5927,134
T5928,136
T5929,172
T5930,171
T5931,59
T5932,84
T5933,173
T5934,89
T5935,167
T5936,187
T5937,135
T5938,168
T5939,155
T5940,64
T5941,183
T5942,126
T5943,194
T5944,130
T5945,192
T5946,187
T5947,54
T5948,103
T5949,197
T5950,134
T5951,140
T5952,66
T5953,88
T5954,121
T5955,57
T5956,136
T5957,146
T5958,186
T5959,92
T5960,196
T5961,149
T5962,97
T5963,79
T5964,128
T5965,130
T5966,58
T5967,119
T5968,155
T5969,72
T5970,177
T5971,110
T5972,145
T5973,165
T5974,127
T5975,105
T5976,184
T5977,127
T5978,94
T5979,78
T5980,145
T5981,59
T5982,101
T5983,73
T5984,163
T5985,179
T5986,56
T5987,173
T5988,178
T5989,89
T5990,98
T5991,137
T5992,173
T5993,184
T5994,129
T5995,133
T5996,86
T5997,75
T5998,182
T5999,83
T6000,102
T6001,59
T6002,167
T6003,149
T6004,183
T6005,79
T6006,51
T6007,129
T6008,61
T6009,72
T6010,135
T6011,169
T6012,61
T6013,76
T6014,183
T6015,129
T6016,55
T6017,197
T6018,129
T6019,103
T6020,132
T6021,101
T6022,99
T6023,123
T6024,120
T6025,186
T6026,131
T6027,162
T6028,80
T6029,119
T6030,88
T6031,90
T6032,120
T6033,79
T6034,53
T6035,193
T6036,181
T6037,76
T6038,102
T6039,188
T6040,139
T6041,190
T6042,131
T6043,119
T6044,86
T6045,122
T6046,196
T6047,112
T6048,93
T6049,68
T6050,129
T6051,136
T6052,188
T6053,163
T6054,62
T6055,83
T6056,57
T6057,170
T6058,62
T6059,77
T6060,148
T6061,63
T6062,72
T6063,159
T6064,150
T6065,95
T6066,164
T6067,141
T6068,129
T6069,135
T6070,100
T6071,186
T6072,70
T6073,169
T6074,195
T6075,83
T6076,73
T6077,169
T6078,74
T6079,166
T6080,129
T6081,169
T6082,170
T6083,109
T6084,107
T6085,86
T6086,116
T6087,143
T6088,150
T6089,96
T6090,134
T6091,133
T6092,166
T6093,174
T6094,57
T6095,66
T6096,171
T6097,78
T6098,139
T6099,172
T6100,168
T6101,93
T6102,122
T6103,139
T6104,197
T6105,82
T6106,180
T6107,76
T6108,153
T6109,77
T6110,133
T6111,192
T6112,68
T6113,127
T6114,186
T6115,168
T6116,152
T6117,155
T6118,111
T6119,112
T6120,190
T6121,90
T6122,173
T6123,148
T6124,66
T6125,137
T6126,103
T6127,160
T6128,161
T6129,195
T6130,137
T6131,189
T6132,110
T6133,94
T6134,69
T6135,196
T6136,174
T6137,79
T6138,168
T6139,133
T6140,192
T6141,74
T6142,163
T6143,95
T6144,128
T6145,153
T6146,67
T6147,77
T6148,147
T6149,133
T6150,176
T6151,65
T6152,73
T6153,105
T6154,85
T6155,198
T6156,50
T6157,87
T6158,88
T6159,165
T6160,186
T6161,124
T6162,149
T6163,197
T6164,164
T6165,100
T6166,102
T6167,131
T6168,126
T6169,195
T6170,127
T6171,161
T6172,138
T6173,72
T6174,199
T6175,52
T6176,180
T6177,153
T6178,82
T6179,125
T6180,65
T6181,144
T6182,190
T6183,63
T6184,50
T6185,193
T6186,141
T6187,78
T6188,122
T6189,57
T6190,110
T6191,160
T6192,150
T6193,131
T6194,147
T6195,153
T6196,147
T6197,161
T6198,189
T6199,104
T6200,94
T6201,171
T6202,85
T6203,98
T6204,192
T6205,148
T6206,142
T6207,156
T6208,89
T6209,123
T6210,82
T6211,84
T6212,52
T6213,68
T6214,54
T6215,86
T6216,174
T6217,161
T6218,84
T6219,71
T6220,85
T6221,156
T6222,166
T6223,158
T6224,96
T6225,166
T6226,180
T6227,158
T6228,191
T6229,165
T6230,148
T6231,140
T6232,107
T6233,97
T6234,158
T6235,51
T6236,197
T6237,177
T6238,110
T6239,178
T6240,118
T6241,155
T6242,189
T6243,197
T6244,143
T6245,58
T6246,59
T6247,195
T6248,173
T6249,144
T6250,78
T6251,198
T6252,173
T6253,70
T6254,86
T6255,184
T6256,121
T6257,169
T6258,182
T6259,70
T6260,183
T6261,72
T6262,112
T6263,170
T6264,69
T6265,188
T6266,198
T6267,129
T6268,63
T6269,137
T6270,186
T6271,52
T6272,170
T6273,166
T6274,181
T6275,170
T6276,196
T6277,134
T6278,157
T6279,140
T6280,125
T6281,124
T6282,92
T6283,59
T6284,127
T6285,194
T6286,116
T6287,65
T6288,171
T6289,198
T6290,93
T6291,196
T6292,63
T6293,124
T6294,56
T6295,123
T6296,174
T6297,71
T6298,82
T6299,179
T6300,69
T6301,121
T6302,114
T6303,83
T6304,121
T6305,120
T6306,115
T6307,53
T6308,78
T6309,94
T6310,88
T6311,164
T6312,144
T6313,94
T6314,116
T6315,110
T6316,174
T6317,96
T6318,185
T6319,58
T6320,137
T6321,71
T6322,87
T6323,89
T6324,176
T6325,155
T6326,148
T6327,110
T6328,162
T6329,92
T6330,103
T6331,197
T6332,138
T6333,63
T6334,117
T6335,79
T6336,63
T6337,92
T6338,168
T6339,152
T6340,171
T6341,127
T6342,171
T6343,186
T6344,109
T6345,147
T6346,149
T6347,171
T6348,117
T6349,87
T6350,185
T6351,161
T6352,53
T6353,123
T6354,164
T6355,147
T6356,130
T6357,185
T6358,60
T6359,74
T6360,186
T6361,140
T6362,160
T6363,119
T6364,135
T6365,119
T6366,118
T6367,75
T6368,115
T6369,199
T6370,150
T6371,168
T6372,111
T6373,200
T6374,99
T6375,183
T6376,136
T6377,96
T6378,130
T6379,190
T6380,52
T6381,52
T6382,67
T6383,53
T6384,155
T6385,75
T6386,184
T6387,76
T6388,164
T6389,139
T6390,106
T6391,122
T6392,114
T6393,99
T6394,58
T6395,56
T6396,73
T6397,64
T6398,105
T6399,81
T6400,80
T6401,72
T6402,83
T6403,146
T6404,194
T6405,97
T6406,78
T6407,97
T6408,114
T6409,125
T6410,169
T6411,69
T6412,166
T6413,120
T6414,159
T6415,132
T6416,115
T6417,91
T6418,68
T6419,120
T6420,65
T6421,147
T6422,149
T6423,135
T6424,65
T6425,116
T6426,117
T6427,95
T6428,162
T6429,67
T6430,175
T6431,101
T6432,150
T6433,95
T6434,175
T6435,77
T6436,86
T6437,188
T6438,160
T6439,105
T6440,77
T6441,163
T6442,116
T6443,76
T6444,58
T6445,68
T6446,68
T6447,196
T6448,114
T6449,164
T6450,54
T6451,177
T6452,88
T6453,50
T6454,59
T6455,149
T6456,118
T6457,88
T6458,134
T6459,150
T6460,197
T6461,50
T6462,181
T6463,175
T6464,172
T6465,161
T6466,153
T6467,67
T6468,188
T6469,107
T6470,50
T6471,148
T6472,173
T6473,81
T6474,195
T6475,187
T6476,141
T6477,135
T6478,127
T6479,152
T6480,64
T6481,73
T6482,143
T6483,186
T6484,137
T6485,70
T6486,167
T6487,124
T6488,101
T6489,95
T6490,191
T6491,60
T6492,148
T6493,98
T6494,126
T6495,149
T6496,77
T6497,141
T6498,174
T6499,71
T6500,162
T6501,98
T6502,85
T6503,59
T6504,99
T6505,56
T6506,111
T6507,175
T6508,149
T6509,66
T6510,188
T6511,128
T6512,177
T6513,186
T6514,165
T6515,54
T6516,59
T6517,136
T6518,64
T6519,136
T6520,60
T6521,153
T6522,80
T6523,104
T6524,183
T6525,167
T6526,187
T6527,88
T6528,198
T6529,109
T6530,68
T6531,59
T6532,86
T6533,175
T6534,54
T6535,170
T6536,61
T6537,112
T6538,83
T6539,53
T6540,94
T6541,62
T6542,128
T6543,74
T6544,166
T6545,93
T6546,66
T6547,77
T6548,79
T6549,177
T6550,106
T6551,66
T6552,101
T6553,159
T6554,136
T6555,152
T6556,133
T6557,80
T6558,197
T6559,189
T6560,85
T6561,132
T6562,104
T6563,61
T6564,94
T6565,135
T6566,66
T6567,80
T6568,120
T6569,86
T6570,156
T6571,93
T6572,144
T6573,191
T6574,92
T6575,162
T6576,112
T6577,198
T6578,60
T6579,84
T6580,75
T6581,146
T6582,90
T6583,54
T6584,174
T6585,70
T6586,51
T6587,51
T6588,95
T6589,72
T6590,122
T6591,156
T6592,171
T6593,82
T6594,102
T6595,86
T6596,119
T6597,183
T6598,165
T6599,155
T6600,111
T6601,94
T6602,59
T6603,96
T6604,177
T6605,72
T6606,127
T6607,139
T6608,157
T6609,51
T6610,192
T6611,110
T6612,99
T6613,80
T6614,185
T6615,74
T6616,142
T6617,188
T6618,179
T6619,106
T6620,168
T6621,103
T6622,120
T6623,63
T6624,99
T6625,78
T6626,88
T6627,171
T6628,177
T6629,95
T6630,90
T6631,61
T6632,63
T6633,143
T6634,122
T6635,103
T6636,161
T6637,114
T6638,135
T6639,166
T6640,61
T6641,76
T6642,63
T6643,187
T6644,95
T6645,90
T6646,57
T6647,174
T6648,181
T6649,79
T6650,68
T6651,110
T6652,163
T6653,198
T6654,133
T6655,157
T6656,100
T6657,133
T6658,108
T6659,78
T6660,133
T6661,108
T6662,75
T6663,110
T6664,155
T6665,101
T6666,146
T6667,106
T6668,68
T6669,170
T6670,199
T6671,174
T6672,63
T6673,161
T6674,87
T6675,105
T6676,166
T6677,95
T6678,149
T6679,145
T6680,84
T6681,167
T6682,99
T6683,141
T6684,119
T6685,101
T6686,135
T6687,82
T6688,58
T6689,195
T6690,65
T6691,121
T6692,84
T6693,78
T6694,169
T6695,167
T6696,157
T6697,93
T6698,137
T6699,106
T6700,125
T6701,90
T6702,93
T6703,197
T6704,191
T6705,108
T6706,72
T6707,155
T6708,183
T6709,175
T6710,105
T6711,171
T6712,168
T6713,121
T6714,53
T6715,159
T6716,113
T6717,113
T6718,133
T6719,161
T6720,198
T6721,106
T6722,88
T6723,196
T6724,51
T6725,156
T6726,61
T6727,60
T6728,170
T6729,179
T6730,58
T6731,158
T6732,185
T6733,150
T6734,172
T6735,75
T6736,165
T6737,176
T6738,111
T6739,71
T6740,192
T6741,53
T6742,154
T6743,105
T6744,83
T6745,141
T6746,125
T6747,111
T6748,73
T6749,54
T6750,172
T6751,128
T6752,91
T6753,167
T6754,196
T6755,199
T6756,56
T6757,166
T6758,168
T6759,85
T6760,153
T6761,97
T6762,144
T6763,168
T6764,50
T6765,68
T6766,148
T6767,135
T6768,185
T6769,58
T6770,125
T6771,159
T6772,119
T6773,188
T6774,197
T6775,103
T6776,70
T6777,135
T6778,64
T6779,181
T6780,143
T6781,63
T6782,78
T6783,148
T6784,143
T6785,169
T6786,60
T6787,143
T6788,143
T6789,94
T6790,193
T6791,67
T6792,193
T6793,102
T6794,85
T6795,135
T6796,111
T6797,188
T6798,79
T6799,172
T6800,198
T6801,103
T6802,107
T6803,132
T6804,140
T6805,118
T6806,178
T6807,158
T6808,120
T6809,63
T6810,66
T6811,145
T6812,138
T6813,165
T6814,174
T6815,178
T6816,184
T6817,81
T6818,170
T6819,186
T6820,186
T6821,124
T6822,165
T6823,144
T6824,66
T6825,98
T6826,167
T6827,72
T6828,70
T6829,150
T6830,95
T6831,123
T6832,69
T6833,77
T6834,92
T6835,120
T6836,78
T6837,87
T6838,177
T6839,88
T6840,102
T6841,183
T6842,55
T6843,125
T6844,156
T6845,188
T6846,83
T6847,171
T6848,138
T6849,157
T6850,163
T6851,55
T6852,124
T6853,98
T6854,66
T6855,55
T6856,109
T6857,183
T6858,135
T6859,155
T6860,198
T6861,137
T6862,133
T6863,174
T6864,185
T6865,190
T6866,163
T6867,167
T6868,127
T6869,195
T6870,83
T6871,128
T6872,93
T6873,116
T6874,108
T6875,173
T6876,145
T6877,123
T6878,62
T6879,87
T6880,140
T6881,122
T6882,166
T6883,92
T6884,91
T6885,187
T6886,123
T6887,96
T6888,94
T6889,89
T6890,91
T6891,110
T6892,79
T6893,60
T6894,131
T6895,197
T6896,82
T6897,162
T6898,116
T6899,144
T6900,97
T6901,102
T6902,193
T6903,58
T6904,131
T6905,138
T6906,87
T6907,145
T6908,164
T6909,188
T6910,91
T6911,186
T6912,127
T6913,81
T6914,56
T6915,153
T6916,177
T6917,87
T6918,167
T6919,131
T6920,89
T6921,51
T6922,189
T6923,179
T6924,134
T6925,125
T6926,171
T6927,124
T6928,196
T6929,87
T6930,194
T6931,163
T6932,136
T6933,78
T6934,172
T6935,60
T6936,85
T6937,191
T6938,79
T6939,128
T6940,56
T6941,152
T6942,106
T6943,164
T6944,141
T6945,73
T6946,133
T6947,64
T6948,99
T6949,199
T6950,184
T6951,106
T6952,121
T6953,100
T6954,55
T6955,71
T6956,187
T6957,164
T6958,72
T6959,181
T6960,150
T6961,99
T6962,175
T6963,131
T6964,180
T6965,64
T6966,142
T6967,151
T6968,87
T6969,159
T6970,144
T6971,148
T6972,145
T6973,53
T6974,122
T6975,138
T6976,139
T6977,128
T6978,164
T6979,193
T6980,72
T6981,105
T6982,163
T6983,156
T6984,163
T6985,123
T6986,91
T6987,158
T6988,156
T6989,85
T6990,200
T6991,72
T6992,86
T6993,103
T6994,127
T6995,171
T6996,184
T6997,135
T6998,66
T6999,146
T7000,72
T7001,51
T7002,154
T7003,119
T7004,156
T7005,94
T7006,192
T7007,168
T7008,195
T7009,85
T7010,101
T7011,97
T7012,147
T7013,124
T7014,191
T7015,175
T7016,60
T7017,127
T7018,199
T7019,127
T7020,176
T7021,193
T7022,168
T7023,107
T7024,56
T7025,50
T7026,89
T7027,117
T7028,126
T7029,170
T7030,81
T7031,123
T7032,156
T7033,95
T7034,175
T7035,112
T7036,57
T7037,80
T7038,120
T7039,176
T7040,67
T7041,142
T7042,198
T7043,173
T7044,194
T7045,161
T7046,116
T7047,171
T7048,80
T7049,145
T7050,181
T7051,197
T7052,54
T7053,116
T7054,91
T7055,198
T7056,64
T7057,87
T7058,131
T7059,168
T7060,84
T7061,141
T7062,91
T7063,63
T7064,119
T7065,142
T7066,157
T7067,141
T7068,62
T7069,124
T7070,124
T7071,185
T7072,69
T7073,181
T7074,99
T7075,96
T7076,74
T7077,92
T7078,189
T7079,132
T7080,130
T7081,127
T7082,119
T7083,142
T7084,74
T7085,186
T7086,198
T7087,140
T7088,86
T7089,53
T7090,85
T7091,182
T7092,122
T7093,145
T7094,174
T7095,155
T7096,137
T7097,91
T7098,76
T7099,105
T7100,89
T7101,178
T7102,106
T7103,98
T7104,193
T7105,184
T7106,186
T7107,191
T7108,79
T7109,156
T7110,167
T7111,69
T7112,79
T7113,83
T7114,54
T7115,172
T7116,139
T7117,129
T7118,142
T7119,85
T7120,163
T7121,183
T7122,137
T7123,94
T7124,127
T7125,57
T7126,80
T7127,106
T7128,82
T7129,86
T7130,108
T7131,128
T7132,82
T7133,103
T7134,83
T7135,70
T7136,158
T7137,78
T7138,69
T7139,54
T7140,173
T7141,160
T7142,60
T7143,100
T7144,77
T7145,58
T7146,181
T7147,65
T7148,170
T7149,80
T7150,114
T7151,61
T7152,66
T7153,127
T7154,52
T7155,74
T7156,81
T7157,102
T7158,200
